First Name,Last Name,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,DOB
Alex,Enlund,,70,145,,Orthodox,14,2,0,27/05/1987
Kenny,Ento,Tha' Dragon,74,192,,,14,15,0,
Ian,Entwistle,Enty,65,135,,Orthodox,9,3,0,19/11/1986
Andy,Enz,Tank Mode,75,185,78,Orthodox,10,4,0,15/08/1991
Won Jin,Eoh,,67,160,,Orthodox,5,5,1,
Josh,Epps,,,130,,,6,7,0,23/08/1986
Tom,Erikson,The Big Cat,75,280,,Orthodox,9,4,1,
Konstantin,Erokhin,,71,230,,Orthodox,9,3,0,31/01/1983
Julian,Erosa,Juicy J,73,145,74,Southpaw,26,10,0,31/07/1989
Nick,Ertl,,69,155,,,8,6,0,
Chel,Erwin-Davis,The First Sun,72,170,,,5,1,0,
Bobby,Escalante,,,130,,,5,6,0,
Eric,Esch,Butterbean,71,350,,Orthodox,15,10,1,03/08/1968
Pro,Escobedo,,,205,,,1,0,0,
Cole,Escovedo,Apache Kid,67,135,72,Orthodox,17,9,0,30/08/1981
Efrain,Escudero,Hecho En Mexico,69,155,71,Orthodox,28,12,0,15/01/1986
Evan,Esguerra,,,145,,,8,7,0,
Carla,Esparza,Cookie Monster,61,115,63,Orthodox,19,6,0,10/10/1987
Juan,Espino,El Guapo,75,255,80,,11,2,0,09/10/1980
Jordan,Espinosa,The Gamer,66,125,69,Orthodox,15,9,0,08/11/1989
Jodie,Esquibel,,61,115,64,Orthodox,6,6,0,07/05/1986
Achilles,Estremadura,,71,155,,,7,0,0,11/03/1992
Terry,Etim,,73,155,73,Orthodox,16,5,0,11/01/1986
Fred,Ettish,,72,180,,Southpaw,1,1,0,
Scott,Ettling,,,135,,,4,2,0,
Sijara,Eubanks,SarJ,64,135,67,Orthodox,8,6,0,27/04/1985
Billy,Evangelista,,68,155,68,Orthodox,13,3,0,07/10/1980
Rashad,Evans,Suga,72,205,75,Orthodox,19,8,1,25/09/1979
Doug,Evans,,69,155,,Orthodox,13,10,0,10/10/1980
Ashlee,Evans-Smith,Rebel Girl,68,135,67,Orthodox,6,5,0,09/07/1987
Dan,Evensen,The Viking,75,250,,Orthodox,11,4,0,01/06/1974
Tonya,Evinger,Triple Threat,67,135,70,Orthodox,19,8,0,04/06/1981
Movsar,Evloev,,67,145,72,Orthodox,15,0,0,11/02/1994
Andre,Ewell,Mr. Highlight,68,135,75,Southpaw,17,8,0,21/01/1988
Neal,Ewing,,,185,,,6,0,0,30/09/1985
Jessica,Eye,Evil,66,125,66,Orthodox,15,10,0,27/07/1986
Edward,Faaloloto,,,155,70,,2,5,0,15/07/1984
Urijah,Faber,The California Kid,66,135,67,Orthodox,35,11,0,14/05/1979
Melinda,Fabian,,66,125,66,,4,4,2,25/06/1987
Wagnney,Fabiano,The Silencer,66,145,69,Southpaw,16,4,0,14/07/1975
Bartosz,Fabinski,The Butcher,72,170,75,Orthodox,15,5,0,26/04/1986
Ron,Faircloth,,69,205,,Orthodox,33,20,0,16/08/1979
Jason,Fairn,,73,230,,,4,5,0,
Zarah,Fairn,Infinite,68,135,72,Orthodox,6,4,0,10/12/1983
Rinat,Fakhretdinov,Gladiator,72,185,,,18,1,0,28/09/1991
Maiquel,Falcao,Big Rig,71,185,,Orthodox,37,10,0,08/03/1981
Pedro,Falcao,Pedrinho,66,135,66,Orthodox,15,3,0,30/07/1992
Brodie,Farber,,73,170,,Orthodox,16,7,0,05/07/1980
Joao Paulo,Faria,,69,155,,,1,1,0,
Kalindra,Faria,,67,125,,Switch,18,8,1,23/07/1986
Chance,Farrar,,69,145,,Southpaw,8,3,0,11/09/1975
Rico,Farrington,The Triggerman,76,170,79,Southpaw,7,3,0,19/06/1989
Kelly,Faszholz,,68,135,,Orthodox,4,2,0,09/04/1985
Rodney,Faverus,,72,215,,Southpaw,25,20,3,
Paul,Felder,The Irish Dragon,71,155,70,Orthodox,17,6,0,25/04/1984
Carlos,Felipe,Boi,72,245,75,Orthodox,11,2,0,12/01/1995
JP,Felty,,,170,,,4,5,0,28/04/1979
Kevin,Ferguson,Kimbo Slice,74,235,77,Orthodox,5,2,0,08/02/1974
Rhadi,Ferguson,,67,205,,,3,0,0,
Tony,Ferguson,El Cucuy,71,155,76,Orthodox,26,6,0,12/02/1984
Josh,Ferguson,Taz,65,125,,Orthodox,10,5,0,13/05/1988
CJ,Fernandes,,74,170,,,14,8,3,13/11/1977
Bibiano,Fernandes,,67,139,,Orthodox,20,3,0,30/03/1980
Alexandre,Ferreira,Cacareco,67,205,,Orthodox,18,6,0,25/04/1979
Cezar,Ferreira,Mutante,73,185,78,Southpaw,13,8,0,15/02/1985
Diego,Ferreira,,69,155,74,Orthodox,17,4,0,18/01/1985
Erisson,Ferreira da Silva,Gato,67,125,,,10,1,0,03/05/1991
Scott,Ferrozzo,The Pitbull,71,323,,Orthodox,4,2,0,26/04/1965
Timo,Feucht,,75,205,79,Orthodox,8,1,0,18/01/1996
Drew,Fickett,The Master,70,155,70,Orthodox,42,21,0,14/12/1979
Scott,Fiedler,,76,235,,Orthodox,0,1,0,
Ron,Fields,Killing,74,200,,Orthodox,28,32,1,18/11/1974
Deiveson,Figueiredo,Deus da Guerra,65,125,68,Orthodox,20,2,1,18/12/1987
Francisco,Figueiredo,Sniper,66,135,68,Southpaw,12,4,1,23/10/1989
Anthony,Figueroa,,64,135,,Orthodox,11,8,1,
Edwin,Figueroa,El Feroz,67,135,69,Orthodox,9,5,0,31/07/1984
Paulo,Filho,,68,185,,Southpaw,23,6,3,24/05/1978
Andre,Fili,Touchy,71,145,74,Orthodox,21,8,0,25/06/1990
Mirko,Filipovic,Cro Cop,74,230,73,Southpaw,35,11,2,10/09/1974
Brady,Fink,,72,183,,Orthodox,2,3,0,
Jesse,Finney,,72,170,,,5,1,0,11/07/1974
Jan,Finney,Cuddles,68,135,,Orthodox,11,12,0,
Luigi,Fioravanti,,68,170,70,Orthodox,26,15,0,22/01/1981
Manon,Fiorot,The Beast,67,125,65,Orthodox,8,1,0,17/02/1990
Luiz,Firmino,Buscape,66,154,,Orthodox,19,8,0,18/03/1982
Spencer,Fisher,The King,67,155,68,Southpaw,24,9,0,09/05/1976
Chris,Fishgold,,68,145,68,Orthodox,18,4,1,06/06/1992
Bryanna,Fissori,,64,145,,,2,4,0,
Jon,Fitch,,72,170,74,Orthodox,30,7,1,24/02/1978
Isi,Fitikefu,Doxz,70,205,,,6,0,0,
Rafael,Fiziev,Ataman,68,155,71,Switch,10,1,0,05/03/1993
Colin,Fletcher,The Freakshow,74,155,,Orthodox,14,8,0,08/01/1983
AJ,Fletcher,The Ghost,70,170,67,Switch,9,0,0,18/02/1997
Jimmy,Flick,The Brick,67,125,68,Orthodox,16,5,0,07/09/1990
Luke,Flores,,72,155,73,Southpaw,9,2,0,17/03/1988
Ty,Flores,Big Medicine,75,205,73,Switch,7,3,0,22/12/1993
Alejandro,Flores,El Gallito,70,145,73,Orthodox,17,3,0,06/08/1991
Kenny,Florian,KenFlo,70,145,74,Southpaw,14,6,0,26/05/1976
Cody,Floyd,,,,,,2,0,0,18/07/1988
Bobby,Flynn,,,170,,,6,4,0,
Caros,Fodor,The Future,69,155,74,Orthodox,11,6,0,07/01/1984
Mal,Foki,Twin Tiger,67,220,,Orthodox,5,5,0,
Matt,Foki,Twin Tiger,67,220,,Orthodox,5,4,0,
AJ,Fonseca,,64,145,,,5,4,0,
Rob,Font,,68,135,71,Orthodox,19,4,0,25/06/1987
Claudionor,Fontinelle,,65,185,,Orthodox,10,15,1,
Jesse,Forbes,Kid Hercules,74,185,75,Southpaw,15,5,0,24/10/1984
Sterling,Ford,,70,155,,,15,7,0,12/03/1986
Codale,Ford,Crunch Time,69,170,,,11,9,0,13/05/1979
Jussier,Formiga,,65,125,67,Orthodox,23,8,0,14/04/1985
Renee,Forte,,67,155,71,Orthodox,8,4,0,27/03/1987
Marcel,Fortuna,,73,205,74,Orthodox,9,3,0,22/10/1985
Brian,Foster,The Foster Boy,69,170,71,Orthodox,27,10,0,03/04/1984
Xavier,Foupa-Pokam,Professor X,73,185,,Open Stance,32,22,0,03/07/1982
Mason,Fowler,,71,170,,,2,0,0,
Brandon,Foxworth,,71,145,,Orthodox,18,4,0,28/04/1979
Hermes,Franca,,66,155,71,Orthodox,24,17,0,26/08/1974
Glaico,Franca Moreira,Nego,72,155,77,Orthodox,15,5,0,28/02/1991
Francisco,France,Kiko,72,205,,,13,5,1,21/01/1983
John,Franchi,,66,145,67,Orthodox,6,2,0,16/07/1982
Rich,Franklin,Ace,73,185,76,Southpaw,29,7,0,05/10/1974
Zoila,Frausto,Warrior Princess,64,135,,Orthodox,13,5,0,
Stephanie,Frausto,Lil Bovy,62,115,61,Orthodox,8,7,0,20/09/1990
Zane,Frazier,Nasty,77,250,,Orthodox,4,11,0,
Gary,Frazier,,72,245,,Orthodox,3,3,0,
Justin,Frazier,The Grizzly Bear,72,265,75,Southpaw,10,3,0,15/06/1989
Ian,Freeman,The Machine,71,225,,Orthodox,20,7,1,10/11/1966
Jason,Freeman,,74,225,,,6,4,0,02/09/1976
Willamy,Freire,Chiquerim,68,155,,,26,6,0,28/07/1987
Patricio,Freire,Pitbull,65,145,65,,26,4,0,07/07/1987
Patricky,Freire,Pitbull,67,155,71,,17,8,0,01/06/1986
Jeremy,Freitag,,73,205,,,6,10,0,
Rafael,Freitas,Capoeira,,205,,Orthodox,3,6,0,
Donavon,Frelow,,67,135,,Orthodox,6,3,0,20/01/1985
Clay,French,,67,161,,Southpaw,19,7,0,07/10/1980
Mike,French,,70,145,,,9,10,0,29/05/1975
Matt,Frevola,The SteamRolla,69,155,71,Orthodox,8,3,1,11/06/1990
Jinh Yu,Frey,,63,115,65,Southpaw,11,6,0,20/05/1985
Artem,Frolov,,70,185,,,11,0,0,07/09/1991
Sarah,Frota,A Treta,66,125,69,Southpaw,9,2,0,14/04/1987
Don,Frye,The Predator,73,219,,Orthodox,20,9,1,23/11/1965
Tony,Fryklund,The Freak,72,185,,Orthodox,14,9,1,26/03/1971
Jesse,Fujarczyk,The Ronin,76,225,,Southpaw,2,2,0,28/01/1983
Katsuhisa,Fujii,Shamoji,72,205,,Orthodox,9,18,1,15/08/1972
Megumi,Fujii,Mega Megu,63,113,,,26,3,0,26/04/1974
Kazuyuki,Fujita,Ironhead,72,235,,Orthodox,15,12,0,16/10/1970
Keisuke,Fujiwara,,66,139,,Switch,17,12,5,
Riki,Fukuda,,72,185,73,Southpaw,24,9,0,06/01/1981
Masio,Fullen,Lobo,70,145,70,Orthodox,11,7,0,06/10/1986
Travis,Fulton,The Ironman,72,240,,Orthodox,253,53,10,29/05/1977
Sam,Fulton,,,,,,0,2,0,
Masakatsu,Funaki,,72,185,,Southpaw,39,13,2,13/03/1969
Ricardo,Funch,Golden Boy,70,170,74,Southpaw,9,6,0,14/08/1980
Katsuaki,Furuki,,72,168,,,1,1,0,10/11/1980
James,Gabert,,,178,,,6,4,0,
Gustavo,Gabriel,,66,125,,Orthodox,13,1,0,01/04/1994
Claudia,Gadelha,Claudinha,64,115,63,Orthodox,18,5,0,07/12/1988
Alavutdin,Gadjiev,,74,185,,Orthodox,18,13,1,23/06/1982
Justin,Gaethje,The Highlight,71,155,70,Orthodox,22,3,0,14/11/1988
Sheila,Gaff,The German Tank,65,135,,Orthodox,9,7,0,29/12/1989
Muin,Gafurov,Tajik,67,135,68,Southpaw,17,4,0,17/05/1996
Mitch,Gagnon,,65,135,65,Southpaw,12,5,0,10/10/1984
Brandon,Gaines,,75,185,,,5,21,0,
Travis,Galbraith,The Gladiator,72,170,,Orthodox,18,7,0,18/05/1981
Dave,Galera,Scarecrow,71,135,,Orthodox,5,1,0,12/01/1978
Zelg,Galesic,Benkei,74,185,,Orthodox,11,9,0,16/02/1979
Mickey,Gall,,74,170,74,Switch,7,3,0,22/01/1992
Daniel,Gallemore,Big Kansas,77,265,,,7,3,0,
Tom,Gallicchio,Da Tank,70,170,,Southpaw,19,10,0,23/09/1986
Turrell,Galloway,,63,145,,,8,6,0,
Eric,Galvan,,,155,,,0,0,0,
Andre,Galvao,,67,168,,Orthodox,5,2,0,29/09/1982
Marcos,Galvao,Loro,67,135,,Orthodox,18,8,1,23/06/1981
Lucas,Gamaza,,,170,,,8,4,0,
Joey,Gambino,The Raging Warrior,67,145,,Orthodox,9,2,0,26/10/1988
Manvel,Gamburyan,The Anvil,65,135,67,Orthodox,15,10,0,08/05/1981
Mateusz,Gamrot,Gamer,70,155,70,Southpaw,19,1,0,11/12/1990
Shamil,Gamzatov,,74,205,76,Orthodox,14,0,0,09/08/1990
Ariel,Gandulla,,71,205,,Orthodox,7,9,0,07/05/1968
Ciryl,Gane,Bon Gamin,76,245,81,Orthodox,10,0,0,12/04/1990
Sean,Gannon,The Cannon,75,265,,Southpaw,2,1,0,
Eduardo,Garagorri,,69,145,70,Orthodox,13,2,0,28/05/1989
Cody,Garbrandt,No Love,68,135,65,Orthodox,12,4,0,07/07/1991
Leonard,Garcia,Bad Boy,70,145,68,Orthodox,18,13,1,14/07/1979
Edgar,Garcia,,70,170,71,Orthodox,14,5,0,22/02/1984
Alejandro,Garcia,Alex,67,145,,,14,10,0,
Alex,Garcia,The Dominican Nightmare,69,170,72,Orthodox,15,6,0,14/07/1987
Nick,Garcia,Nitro,64,125,,,8,3,0,
Steve,Garcia,Mean Machine,72,155,75,Southpaw,12,4,0,22/05/1992
Elias,Garcia,,65,125,67,Southpaw,6,2,0,13/09/1992
Rafa,Garcia,Gifted,67,155,70,Orthodox,12,2,0,05/08/1994
Fernie,Garcia,,67,135,67,Orthodox,10,1,0,12/04/1992
Rulon,Gardner,,75,265,,Orthodox,1,0,0,16/08/1971
David,Gardner,,71,155,,Orthodox,18,21,0,17/05/1977
Ian,Garry,The Future,75,170,,Orthodox,7,0,0,17/11/1997
Pablo,Garza,The Scarecrow,73,145,73,Orthodox,12,4,0,16/09/1983
Azamat,Gashimov,,66,125,,Orthodox,8,3,0,07/04/1990
Brian,Gassaway,,73,170,,Orthodox,29,20,2,07/08/1972
Kelvin,Gastelum,,69,185,71,Southpaw,17,8,0,24/10/1991
Willie,Gates,,68,125,72,Orthodox,12,7,0,21/01/1987
Melissa,Gatto,,65,125,69,Orthodox,7,0,2,05/02/1996
Louis,Gaudinot,Goodnight,63,125,63,Orthodox,8,4,0,28/08/1984
Manuel,Gaxhja,,68,155,,Switch,7,0,0,23/07/1997
Charlene,Gellner,Princess,62,125,,,0,4,0,
Chad,George,Savage,66,135,68,Southpaw,16,8,0,30/04/1982
Paul,Georgieff,,74,170,,Orthodox,6,2,0,22/09/1982
Brian,Geraghty,Duke,67,155,,Orthodox,26,18,1,04/11/1980
Derek,Getzel,The Pretzel,72,155,,,8,5,0,
Karine,Gevorgyan,The Princess,64,125,63,,3,3,0,09/03/1989
Darrel,Gholar,,68,194,,Orthodox,5,6,0,
Tiki,Ghosn,,70,170,,Orthodox,10,7,1,09/02/1977
Christos,Giagos,The Spartan,70,155,71,Orthodox,19,9,0,23/01/1990
Joe,Giannetti,,72,155,74,Southpaw,6,1,0,05/07/1995
Nick,Gibbons,,70,155,,,2,1,0,
James,Giboo,,71,170,,Orthodox,13,5,0,06/01/1978
Lance,Gibson,Fearless,69,185,,Orthodox,4,5,0,20/11/1970
Lee,Gibson,Lethal,67,155,,,12,4,0,
Cody,Gibson,The Renegade,70,135,71,Orthodox,15,7,0,11/09/1987
Chase,Gibson,El Guero,70,155,72,Orthodox,9,5,0,07/02/1990
Kenny,Giddens,,71,155,,,12,7,0,
Thomas,Gifford,The Young Lion,73,155,75,Orthodox,14,9,0,26/07/1992
Joseph,Gigliotti,Capo,71,185,,Orthodox,7,2,0,13/08/1993
Joey,Gilbert,,71,155,,Orthodox,2,3,0,05/06/1976
Trevin,Giles,,72,185,74,Orthodox,14,3,0,06/08/1992
Kultar,Gill,Black Mamba,72,154,,Orthodox,12,8,0,24/03/1979
Jesse,Gillespie,,,185,,,3,2,0,
Gregor,Gillespie,The Gift,67,155,71,Orthodox,14,1,0,13/11/1986
Jason,Gilliam,,72,170,,Orthodox,14,9,0,
Micheal,Gillmore,The Gentleman,71,185,72,Orthodox,6,4,0,28/03/1987
Krishaun,Gilmore,,,,,,0,1,0,
Alex,Gilpin,,67,145,,Orthodox,11,1,0,26/03/1992
Bob,Gilstrap,,75,200,,Orthodox,5,7,0,
Demetrius,Gioulacos,,71,185,,,0,1,0,
Billy,Giovanella,Wolverine,68,125,,,9,5,0,20/08/1985
He-Man,Gipson,,,,,,1,2,0,
Israel,Giron,El Rojo,68,155,,,19,5,0,16/01/1974
Brandon,Girtz,Cold Roll,67,155,,,14,7,0,06/03/1985
Jason,Glaza,,72,230,,,3,2,0,
Mike,Glenn,,,205,,,5,6,0,09/10/1977
Ricky,Glenn,The Gladiator,72,155,70,Southpaw,22,6,2,12/04/1989
Mark,Godbeer,The Hand Of,76,240,77,Orthodox,13,4,0,22/11/1983
Clint,Godfrey,,66,135,,Southpaw,13,3,0,21/10/1982
Loopy,Godinez,,62,125,61,Orthodox,6,2,0,06/09/1993
Jason,Godsey,,74,230,,Orthodox,16,16,0,
Allan,Goes,,72,205,,Orthodox,10,5,2,20/04/1971
Jonny,Goh,,71,155,,,3,4,0,
Hannah,Goldy,24K,64,125,61,Orthodox,6,2,0,18/05/1992
Marcelo,Golm,,75,249,75,Orthodox,6,3,0,15/09/1992
Sergio,Gomez,,66,155,,Orthodox,10,3,0,29/04/1982
Frank,Gomez,,70,135,67,Orthodox,10,6,0,31/03/1986
Alan,Gomez,,,155,,,2,0,0,
David,Gomez,,,155,,,1,2,0,08/08/1983
Ulysses,Gomez,Useless,66,125,,Orthodox,9,5,0,25/05/1983
Joey,Gomez,KO King,70,135,73,Orthodox,6,2,0,21/07/1986
Luis,Gomez,Tiger Junior,67,145,68,Orthodox,4,1,0,28/01/1995
Joey,Gomez,,70,155,71,Orthodox,7,1,0,29/08/1989
Edson,Gomez,,68,170,69,Switch,6,2,0,23/02/1991
Silvana,Gomez Juarez,La Malvada,63,115,65,Orthodox,10,3,0,06/12/1984
Takanori,Gomi,The Fireball Kid,67,155,70,Southpaw,35,14,0,22/09/1978
Akihiro,Gono,,67,170,68,Switch,35,21,8,07/10/1974
Gabriel,Gonzaga,Napao,74,242,76,Orthodox,17,11,0,18/05/1979
Justin,Gonzales,J-Train,69,145,72,Orthodox,6,0,0,28/04/1991
Fernando,Gonzalez,The Menifee Maniac,69,170,68,Southpaw,26,14,0,15/09/1983
Nick,Gonzalez,The Ghost,66,155,,Orthodox,17,12,0,03/03/1981
Fabian,Gonzalez,,70,135,,,2,1,0,
Lewis,Gonzalez,Lethal,70,170,,Orthodox,11,3,0,19/09/1987
Jason,Gonzalez,Nicoya,74,155,74,Southpaw,11,5,0,28/02/1990
Pearl,Gonzalez,,64,115,,Orthodox,6,3,0,12/08/1986
Jorge,Gonzalez,Street,74,205,76,Orthodox,16,4,0,29/02/1984
Mikey,Gonzalez,Rolls,71,155,74,Orthodox,7,2,0,13/08/1985
Erick,Gonzalez,,71,155,75,Orthodox,14,6,0,20/01/1992
Kier,Gooch,,,155,,,2,7,0,21/04/1986
Lyman,Good,Cyborg,72,170,74,Orthodox,21,6,0,26/05/1985
Jared,Gooden,NiteTrain,72,170,77,Orthodox,18,7,0,05/12/1993
Gary,Goodridge,Big Daddy,75,249,,Orthodox,23,22,1,17/01/1966
Jordan,Goodwin,,,155,,,0,0,0,
Gerard,Gordeau,,77,216,,Orthodox,2,2,0,30/03/1959
Eddie,Gordon,Truck,72,185,76,Orthodox,8,4,0,22/07/1983
Jared,Gordon,Flash,69,145,68,Orthodox,18,4,0,06/09/1988
Tebaris,Gordon,Boom,73,265,,Orthodox,3,1,0,19/07/1988
Malcolm,Gordon,X,67,125,71,Switch,13,5,0,19/05/1990
Tresean,Gore,Mr. Vicious,72,185,,,3,0,0,21/06/1994
Alex,Gorgees,Hitman,74,155,74,Switch,6,1,0,11/08/1995
Tim,Gorman,The Psycho,65,135,,Southpaw,9,4,0,29/04/1983
Chase,Gormley,,75,265,,Orthodox,14,6,0,
Jonathan,Goulet,The Road Warrior,72,170,73,Orthodox,23,12,0,13/07/1979
Thibault,Gouti,GT,70,155,72,Orthodox,12,5,0,27/02/1987
Wilson,Gouveia,,73,185,76,Orthodox,14,8,0,03/10/1978
Todd,Gouwenberg,,73,205,,Orthodox,9,5,0,25/09/1974
Hugo,Govea,,,,,,0,1,0,
Justin,Governale,The Therapist,,145,,,5,5,0,
Damian,Grabowski,The Polish Pitbull,73,241,75,Orthodox,20,5,0,12/05/1980
Royce,Gracie,,73,175,,Southpaw,15,2,3,12/12/1966
Crosley,Gracie,,69,190,,Orthodox,2,2,0,18/07/1979
Daniel,Gracie,,74,225,,Orthodox,5,4,1,
Ralph,Gracie,,69,183,,Orthodox,6,1,0,
Renzo,Gracie,,70,185,,Orthodox,13,7,1,11/03/1967
Rickson,Gracie,,70,185,,Switch,11,0,0,20/11/1958
Rodrigo,Gracie,,72,183,,Orthodox,6,2,1,11/04/1975
Royler,Gracie,,68,150,,Southpaw,5,5,1,06/12/1965
Ryan,Gracie,,69,200,,Orthodox,5,2,0,14/08/1974
Ralek,Gracie,,74,210,,Orthodox,3,1,0,04/10/1985
Rolles,Gracie,,76,242,,Orthodox,8,4,0,14/07/1978
Cesar,Gracie,,70,181,,Orthodox,0,1,0,
Roger,Gracie,,76,185,79,Orthodox,8,2,0,26/09/1981
Igor,Gracie,,71,170,,,5,4,0,04/02/1980
Neiman,Gracie,,72,170,,,6,0,0,
Kron,Gracie,,69,145,70,Southpaw,5,1,0,11/07/1988
Steven,Graham,,73,290,,Orthodox,2,1,0,
Scott,Graham,,76,185,,Orthodox,3,1,0,
Miranda,Granger,Danger,67,125,68,Orthodox,7,2,0,13/04/1992
TJ,Grant,,70,155,72,Orthodox,21,5,0,26/02/1984
Davey,Grant,Dangerous,68,135,69,Orthodox,13,5,0,18/12/1985
Dwight,Grant,The Body Snatcher,73,170,76,Switch,11,4,0,14/09/1984
Alexa,Grasso,,65,125,66,Orthodox,13,3,0,09/08/1993
Tony,Gravely,,65,135,69,Orthodox,21,7,0,28/09/1991
Michael,Graves,,70,170,71,Orthodox,6,0,1,08/01/1991
Shelton,Graves,The Gravedigger,74,255,76,Southpaw,7,3,0,23/10/1985
James,Gray,The Phenom,69,135,,Orthodox,4,1,0,25/10/1987
Kevin,Gray,Pocket Herc,64,125,67,Orthodox,9,4,0,03/05/1985
Sam,Greco,,74,205,,Orthodox,3,1,1,03/05/1967
Bobby,Green,King,70,155,71,Orthodox,27,12,1,09/09/1986
Desmond,Green,The Predator,70,155,73,Southpaw,23,8,0,11/10/1989
Gabe,Green,Gifted,70,170,73,Switch,10,3,0,02/05/1993
Maurice,Greene,The Crochet Boss,79,258,80,Orthodox,9,7,0,05/07/1986
Matt,Grice,The Real One,68,145,70,Orthodox,15,5,0,29/07/1981
Forrest,Griffin,,75,205,77,Orthodox,19,7,0,16/03/1979
Tyson,Griffin,,66,145,68,Orthodox,16,8,0,20/04/1984
Max,Griffin,Pain,71,170,76,Orthodox,18,8,0,29/11/1985
Jordan,Griffin,Native Psycho,70,145,73,Southpaw,18,9,0,28/02/1990
Chad,Griggs,The Grave Digger,73,205,73,Orthodox,11,3,0,15/05/1978
Chuck,Grigsby,The Reverend,78,205,,Orthodox,23,10,0,
Rodrigo,Gripp de Sousa,Riscado,71,205,,Orthodox,7,9,0,
Maxim,Grishin,Maximus,75,220,78,Orthodox,31,9,2,02/05/1984
Josh,Grispi,The Fluke,71,145,74,Orthodox,14,5,0,14/10/1988
Garrett,Gross,,69,155,,Orthodox,11,7,0,08/08/1988
Kendall,Grove,Da Spyder,78,185,79,Orthodox,23,17,0,12/11/1982
Neil,Grove,Goliath,78,265,,Orthodox,12,8,1,18/01/1971
Chris,Gruetzemacher,Gritz,68,155,68,Orthodox,15,4,0,16/06/1986
Vik,Grujic,The Spartan,71,170,73,Orthodox,6,6,0,06/02/1977
Mike,Grundy,,67,145,72,Orthodox,12,3,0,03/01/1987
Wang,Guan,The Dongbei Tiger,69,145,71,Orthodox,20,1,1,14/03/1986
Nandor,Guelmino,The Hun,75,230,,,11,5,1,20/12/1975
Fabricio,Guerreiro,,70,145,,,21,5,0,24/07/1990
Shannon,Gugerty,,70,155,71,Orthodox,15,7,0,30/12/1981
Clay,Guida,The Carpenter,67,155,70,Orthodox,36,18,0,08/12/1981
Jason,Guida,,70,214,,,19,28,0,04/08/1977
Melvin,Guillard,The Young Assassin,69,155,71,Orthodox,32,18,2,30/03/1983
Chris,Guillen,,72,240,,Orthodox,13,16,0,09/12/1972
Marcelo,Guimaraes,Magrao,72,185,73,Orthodox,9,2,1,25/06/1983
Leonardo,Guimaraes,Leleco,72,185,,Orthodox,11,5,0,15/04/1982
Brad,Gumm,,71,170,,Orthodox,10,6,1,
John,Gunderson,Quick Guns,69,155,69,Orthodox,35,16,2,05/01/1979
John,Gunther,The Machine,69,155,72,Orthodox,5,1,0,24/11/1985
Jorge,Gurgel,,67,155,69,Orthodox,14,10,0,25/01/1977
Fabio,Gurgel,,72,205,,Orthodox,3,2,0,
Andre,Gusmao,,72,205,,Orthodox,6,3,0,19/05/1977
Alexander,Gustafsson,The Mauler,77,205,79,Orthodox,18,7,0,15/01/1987
Justin,Guthrie,,73,170,,,18,9,0,19/01/1981
Horacio,Gutierrez,The Punisher,70,145,,,4,3,0,15/09/1990
Chris,Gutierrez,El Guapo,69,145,67,Orthodox,17,3,2,22/04/1991
Mike,Guymon,The Joker,72,170,74,Orthodox,15,6,1,17/09/1974
Chelsea,Hackett,Hammer,64,125,66,Switch,3,1,1,16/08/1998
Keith,Hackney,The Giant Killer,71,200,,Sideways,2,2,0,
Jake,Hadley,White Kong,67,125,70,Southpaw,8,0,0,03/08/1996
Steve,Hadsel,,68,170,,,3,0,0,
Damir,Hadzovic,The Bosnian Bomber,69,155,70,Orthodox,14,6,0,08/08/1986
Tim,Hague,The Trashing Machine,76,260,76,Orthodox,21,13,0,09/05/1983
Yazan,Hajeh,Yazzle Dazzle,69,145,,Orthodox,6,1,0,04/09/1992
Stoney,Hale,The Skuller,72,,,,5,3,0,18/10/1979
Kevin,Haley,The North Woods Nightmare,74,205,,,6,4,0,
Mark,Hall,,72,190,,Orthodox,5,6,0,
Uriah,Hall,Prime Time,72,185,79,Orthodox,18,10,0,31/07/1984
Ryan,Hall,The Wizard,70,145,70,Southpaw,8,2,0,22/02/1985
Dennis,Hallman,Superman,69,155,72,Orthodox,53,20,2,02/12/1975
Piotr,Hallmann,Pletwal,69,155,71,Orthodox,18,6,0,25/08/1987
Tony,Halme,,75,300,,Orthodox,0,4,0,06/01/1963
Brandon,Halsey,Bull,72,185,,,9,3,0,16/09/1986
John,Halverson,The Hurricane,69,155,,Southpaw,16,8,0,08/09/1972
Seo Hee,Ham,,62,115,62,Southpaw,17,8,0,08/03/1987
Frank,Hamaker,,,,,,1,0,0,
Kazuhiro,Hamanaka,,72,185,,Southpaw,5,7,1,24/10/1978
Matt,Hamill,The Hammer,73,205,76,Orthodox,12,8,0,05/10/1976
Jeremy,Hamilton,Hawk,,185,,,9,2,0,14/11/1984
Anthony,Hamilton,Freight Train,77,260,76,Orthodox,15,9,0,14/04/1980
CJ,Hamilton,The Autobot,67,125,68,Switch,11,4,0,07/10/1986
Jared,Hamman,The Messenger,75,185,75,Orthodox,14,6,0,07/03/1982
James,Hammortree,The Sledge,75,185,,Orthodox,6,3,0,29/11/1983
Dean,Hancock,The Hammer,,155,,,2,1,0,
Joachim,Hansen,Hellboy,67,150,,Southpaw,23,14,1,26/05/1979
Kay,Hansen,,62,115,63,Orthodox,7,4,0,14/08/1999
