First Name,Last Name,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,DOB
Brian,Ebersole,Bad Boy,182.88,77.11,185.42000000000002,Southpaw,51,18,1,1980-11-27
Mark,Eddiva,,172.72,65.77,172.72,Orthodox,6,3,0,1986-02-16
Frankie,Edgar,The Answer,167.64000000000001,61.23,172.72,Orthodox,23,9,1,1981-10-16
Abdul-Kerim,Edilov,,187.96,92.99,,Orthodox,17,4,0,1991-11-25
Johnny,Eduardo,,170.18,61.23,180.34,Orthodox,28,13,0,1978-08-03
Yves,Edwards,,175.26,70.31,185.42000000000002,Southpaw,42,22,1,1976-09-30
Justin,Edwards,Fast Eddy,177.8,70.31,177.8,Orthodox,9,5,0,1983-01-26
Leon,Edwards,Rocky,187.96,77.11,187.96,Southpaw,19,3,0,1991-08-25
Te,Edwards,,172.72,70.31,182.88,Orthodox,6,3,0,1990-09-11
Adli,Edwards,,,65.77,,,4,1,0,1989-08-28
Joselyne,Edwards,La Pantera,172.72,61.23,177.8,Orthodox,10,4,0,1995-09-29
Tom,Egan,,180.34,77.11,,Orthodox,7,5,0,
Stephanie,Egger,,167.64000000000001,61.23,172.72,Orthodox,6,2,0,1988-08-12
Justin,Eilers,The Hammer,185.42000000000002,106.59,,Orthodox,19,7,1,1978-06-28
Jon Olav,Einemo,The Viking,198.12,114.76,,Orthodox,6,3,0,1975-12-10
Per,Eklund,,177.8,70.31,182.88,Orthodox,14,5,1,
John,Elam,,,,,,2,0,0,
John Paul,Elias,,193.04,92.99,,,3,1,0,
Saul,Elizondo,,170.18,61.23,,,6,8,0,1985-07-17
Darren,Elkins,The Damage,177.8,65.77,180.34,Orthodox,27,9,0,1984-05-16
Jake,Ellenberger,The Juggernaut,175.26,77.11,180.34,Orthodox,31,15,0,1985-03-28
Joe,Ellenberger,Excalibur,175.26,70.31,182.88,Orthodox,15,2,0,1985-03-28
Tim,Elliott,,170.18,56.7,167.64000000000001,Southpaw,18,12,1,1986-12-24
Eddy,Ellis,Fast,175.26,77.11,,Orthodox,21,16,1,
Lisa,Ellis,,162.56,52.16,,,15,11,0,1982-11-15
Anna,Elmose,Panda,160.02,52.16,,Orthodox,3,2,0,1984-10-06
Cameron,Else,Camchida,175.26,61.23,180.34,Switch,10,5,0,1987-04-27
Aaron,Ely,The Cyborg,172.72,61.23,,,5,2,0,1989-03-18
Sovannahry,Em,The Sweet Savage,162.56,61.23,,,3,1,0,1992-06-26
Ramazan,Emeev,Gorets,177.8,77.11,193.04,Southpaw,20,5,0,1987-05-23
Aleksander,Emelianenko,,198.12,115.67,,Orthodox,23,7,0,1981-08-02
Fedor,Emelianenko,The Last Emperor,182.88,104.33,187.96,Orthodox,36,5,0,1976-09-28
Rob,Emerson,The Saint,175.26,70.31,177.8,Orthodox,18,12,0,1981-07-30
Jamall,Emmers,Pretty Boy,177.8,65.77,187.96,Orthodox,18,6,0,1989-07-24
Josh,Emmett,,167.64000000000001,65.77,177.8,Orthodox,16,2,0,1985-03-04
Marius,Enache,,180.34,70.31,,,3,3,0,1975-10-16
Kevin,Engel,The Hitman,187.96,77.11,,,5,1,0,
Kolton,Englund,White Assassin,177.8,70.31,175.26,Orthodox,9,3,0,1993-07-09
Oliver,Enkamp,,182.88,77.11,195.58,Switch,7,2,0,1991-08-10
Alex,Enlund,,177.8,65.77,,Orthodox,14,2,0,1987-05-27
Kenny,Ento,Tha' Dragon,187.96,87.09,,,14,15,0,
Ian,Entwistle,Enty,165.1,61.23,,Orthodox,9,3,0,1986-11-19
Andy,Enz,Tank Mode,190.5,83.91,198.12,Orthodox,10,4,0,1991-08-15
Won Jin,Eoh,,170.18,72.57,,Orthodox,5,5,1,
Josh,Epps,,,58.97,,,6,7,0,1986-08-23
Tom,Erikson,The Big Cat,190.5,127.01,,Orthodox,9,4,1,
Konstantin,Erokhin,,180.34,104.33,,Orthodox,9,3,0,1983-01-31
Julian,Erosa,Juicy J,185.42000000000002,65.77,187.96,Southpaw,26,10,0,1989-07-31
Nick,Ertl,,175.26,70.31,,,8,6,0,
Chel,Erwin-Davis,The First Sun,182.88,77.11,,,5,1,0,
Bobby,Escalante,,,58.97,,,5,6,0,
Eric,Esch,Butterbean,180.34,158.76,,Orthodox,15,10,1,1968-08-03
Pro,Escobedo,,,92.99,,,1,0,0,
Cole,Escovedo,Apache Kid,170.18,61.23,182.88,Orthodox,17,9,0,1981-08-30
Efrain,Escudero,Hecho En Mexico,175.26,70.31,180.34,Orthodox,28,12,0,1986-01-15
Evan,Esguerra,,,65.77,,,8,7,0,
Carla,Esparza,Cookie Monster,154.94,52.16,160.02,Orthodox,19,6,0,1987-10-10
Juan,Espino,El Guapo,190.5,115.67,203.2,,11,2,0,1980-10-09
Jordan,Espinosa,The Gamer,167.64000000000001,56.7,175.26,Orthodox,15,9,0,1989-11-08
Jodie,Esquibel,,154.94,52.16,162.56,Orthodox,6,6,0,1986-05-07
Achilles,Estremadura,,180.34,70.31,,,7,0,0,
Terry,Etim,,185.42000000000002,70.31,185.42000000000002,Orthodox,16,5,0,1986-01-11
Fred,Ettish,,182.88,81.65,,Southpaw,1,1,0,
Scott,Ettling,,,61.23,,,4,2,0,
Sijara,Eubanks,SarJ,162.56,61.23,170.18,Orthodox,8,6,0,1985-04-27
Billy,Evangelista,,172.72,70.31,172.72,Orthodox,13,3,0,1980-10-07
Rashad,Evans,Suga,182.88,92.99,190.5,Orthodox,19,8,1,1979-09-25
Doug,Evans,,175.26,70.31,,Orthodox,13,10,0,1980-10-10
Ashlee,Evans-Smith,Rebel Girl,172.72,61.23,170.18,Orthodox,6,5,0,1987-07-09
Dan,Evensen,The Viking,190.5,113.4,,Orthodox,11,4,0,1974-06-01
Tonya,Evinger,Triple Threat,170.18,61.23,177.8,Orthodox,19,8,0,1981-06-04
Movsar,Evloev,,170.18,65.77,182.88,Orthodox,15,0,0,1994-02-11
Andre,Ewell,Mr. Highlight,172.72,61.23,190.5,Southpaw,17,8,0,1988-01-21
Neal,Ewing,,,83.91,,,6,0,0,1985-09-30
Jessica,Eye,Evil,167.64000000000001,56.7,167.64000000000001,Orthodox,15,10,0,1986-07-27
Edward,Faaloloto,,,70.31,177.8,,2,5,0,1984-07-15
Urijah,Faber,The California Kid,167.64000000000001,61.23,170.18,Orthodox,35,11,0,1979-05-14
Melinda,Fabian,,167.64000000000001,56.7,167.64000000000001,,4,4,2,1987-06-25
Wagnney,Fabiano,The Silencer,167.64000000000001,65.77,175.26,Southpaw,16,4,0,1975-07-14
Bartosz,Fabinski,The Butcher,182.88,77.11,190.5,Orthodox,15,5,0,1986-04-26
Ron,Faircloth,,175.26,92.99,,Orthodox,33,20,0,1979-08-16
Jason,Fairn,,185.42000000000002,104.33,,,4,5,0,
Zarah,Fairn,Infinite,172.72,61.23,182.88,Orthodox,6,4,0,1983-12-10
Rinat,Fakhretdinov,Gladiator,182.88,83.91,,,18,1,0,1991-09-28
Maiquel,Falcao,Big Rig,180.34,83.91,,Orthodox,37,10,0,1981-03-08
Pedro,Falcao,Pedrinho,167.64000000000001,61.23,167.64000000000001,Orthodox,15,3,0,1992-07-30
Brodie,Farber,,185.42000000000002,77.11,,Orthodox,16,7,0,1980-07-05
Joao Paulo,Faria,,175.26,70.31,,,1,1,0,
Kalindra,Faria,,170.18,56.7,,Switch,18,8,1,1986-07-23
Chance,Farrar,,175.26,65.77,,Southpaw,8,3,0,1975-09-11
Rico,Farrington,The Triggerman,193.04,77.11,200.66,Southpaw,7,3,0,1989-06-19
Kelly,Faszholz,,172.72,61.23,,Orthodox,4,2,0,1985-04-09
Rodney,Faverus,,182.88,97.52,,Southpaw,25,20,3,
Paul,Felder,The Irish Dragon,180.34,70.31,177.8,Orthodox,17,6,0,1984-04-25
Carlos,Felipe,Boi,182.88,111.13,190.5,Orthodox,11,2,0,1995-01-12
JP,Felty,,,77.11,,,4,5,0,1979-04-28
Kevin,Ferguson,Kimbo Slice,187.96,106.59,195.58,Orthodox,5,2,0,1974-02-08
Rhadi,Ferguson,,170.18,92.99,,,3,0,0,
Tony,Ferguson,El Cucuy,180.34,70.31,193.04,Orthodox,26,6,0,1984-02-12
Josh,Ferguson,Taz,165.1,56.7,,Orthodox,10,5,0,1988-05-13
CJ,Fernandes,,187.96,77.11,,,14,8,3,1977-11-13
Bibiano,Fernandes,,170.18,63.05,,Orthodox,20,3,0,1980-03-30
Alexandre,Ferreira,Cacareco,170.18,92.99,,Orthodox,18,6,0,1979-04-25
Cezar,Ferreira,Mutante,185.42000000000002,83.91,198.12,Southpaw,13,8,0,1985-02-15
Diego,Ferreira,,175.26,70.31,187.96,Orthodox,17,4,0,1985-01-18
Erisson,Ferreira da Silva,Gato,170.18,56.7,,,10,1,0,1991-05-03
Scott,Ferrozzo,The Pitbull,180.34,146.51,,Orthodox,4,2,0,1965-04-26
Timo,Feucht,,190.5,92.99,200.66,Orthodox,8,1,0,1996-01-18
Drew,Fickett,The Master,177.8,70.31,177.8,Orthodox,42,21,0,1979-12-14
Scott,Fiedler,,193.04,106.59,,Orthodox,0,1,0,
Ron,Fields,Killing,187.96,90.72,,Orthodox,28,32,1,1974-11-18
Deiveson,Figueiredo,Deus da Guerra,165.1,56.7,172.72,Orthodox,20,2,1,1987-12-18
Francisco,Figueiredo,Sniper,167.64000000000001,61.23,172.72,Southpaw,12,4,1,1989-10-23
Anthony,Figueroa,,162.56,61.23,,Orthodox,11,8,1,
Edwin,Figueroa,El Feroz,170.18,61.23,175.26,Orthodox,9,5,0,1984-07-31
Paulo,Filho,,172.72,83.91,,Southpaw,23,6,3,1978-05-24
Andre,Fili,Touchy,180.34,65.77,187.96,Orthodox,21,8,0,1990-06-25
Mirko,Filipovic,Cro Cop,187.96,104.33,185.42000000000002,Southpaw,35,11,2,1974-09-10
Brady,Fink,,182.88,83.01,,Orthodox,2,3,0,
Jesse,Finney,,182.88,77.11,,,5,1,0,1974-07-11
Jan,Finney,Cuddles,172.72,61.23,,Orthodox,11,12,0,
Luigi,Fioravanti,,172.72,77.11,177.8,Orthodox,26,15,0,1981-01-22
Manon,Fiorot,The Beast,170.18,56.7,165.1,Orthodox,8,1,0,1990-02-17
Luiz,Firmino,Buscape,167.64000000000001,69.85,,Orthodox,19,8,0,1982-03-18
Spencer,Fisher,The King,170.18,70.31,172.72,Southpaw,24,9,0,1976-05-09
Chris,Fishgold,,172.72,65.77,172.72,Orthodox,18,4,1,1992-06-06
Bryanna,Fissori,,162.56,65.77,,,2,4,0,
Jon,Fitch,,182.88,77.11,187.96,Orthodox,30,7,1,1978-02-24
Isi,Fitikefu,Doxz,177.8,92.99,,,6,0,0,
Rafael,Fiziev,Ataman,172.72,70.31,180.34,Switch,10,1,0,1993-03-05
Colin,Fletcher,The Freakshow,187.96,70.31,,Orthodox,14,8,0,1983-01-08
AJ,Fletcher,The Ghost,177.8,77.11,170.18,Switch,9,0,0,1997-02-18
Jimmy,Flick,The Brick,170.18,56.7,172.72,Orthodox,16,5,0,1990-09-07
Luke,Flores,,182.88,70.31,185.42000000000002,Southpaw,9,2,0,1988-03-17
Ty,Flores,Big Medicine,190.5,92.99,185.42000000000002,Switch,7,3,0,1993-12-22
Alejandro,Flores,El Gallito,177.8,65.77,185.42000000000002,Orthodox,17,3,0,1991-08-06
Kenny,Florian,KenFlo,177.8,65.77,187.96,Southpaw,14,6,0,1976-05-26
Cody,Floyd,,,,,,2,0,0,1988-07-18
Bobby,Flynn,,,77.11,,,6,4,0,
Caros,Fodor,The Future,175.26,70.31,187.96,Orthodox,11,6,0,1984-01-07
Mal,Foki,Twin Tiger,170.18,99.79,,Orthodox,5,5,0,
Matt,Foki,Twin Tiger,170.18,99.79,,Orthodox,5,4,0,
AJ,Fonseca,,162.56,65.77,,,5,4,0,
Rob,Font,,172.72,61.23,180.34,Orthodox,19,4,0,1987-06-25
Claudionor,Fontinelle,,165.1,83.91,,Orthodox,10,15,1,
Jesse,Forbes,Kid Hercules,187.96,83.91,190.5,Southpaw,15,5,0,1984-10-24
Sterling,Ford,,177.8,70.31,,,15,7,0,1986-03-12
Codale,Ford,Crunch Time,175.26,77.11,,,11,9,0,1979-05-13
Jussier,Formiga,,165.1,56.7,170.18,Orthodox,23,8,0,1985-04-14
Renee,Forte,,170.18,70.31,180.34,Orthodox,8,4,0,1987-03-27
Marcel,Fortuna,,185.42000000000002,92.99,187.96,Orthodox,9,3,0,1985-10-22
Brian,Foster,The Foster Boy,175.26,77.11,180.34,Orthodox,27,10,0,1984-04-03
Xavier,Foupa-Pokam,Professor X,185.42000000000002,83.91,,Open Stance,32,22,0,1982-07-03
Mason,Fowler,,180.34,77.11,,,2,0,0,
Brandon,Foxworth,,180.34,65.77,,Orthodox,18,4,0,1979-04-28
Hermes,Franca,,167.64000000000001,70.31,180.34,Orthodox,24,17,0,1974-08-26
Glaico,Franca Moreira,Nego,182.88,70.31,195.58,Orthodox,15,5,0,1991-02-28
Francisco,France,Kiko,182.88,92.99,,,13,5,1,1983-01-21
John,Franchi,,167.64000000000001,65.77,170.18,Orthodox,6,2,0,1982-07-16
Rich,Franklin,Ace,185.42000000000002,83.91,193.04,Southpaw,29,7,0,1974-10-05
Zoila,Frausto,Warrior Princess,162.56,61.23,,Orthodox,13,5,0,
Stephanie,Frausto,Lil Bovy,157.48,52.16,154.94,Orthodox,8,7,0,1990-09-20
Zane,Frazier,Nasty,195.58,113.4,,Orthodox,4,11,0,
Gary,Frazier,,182.88,111.13,,Orthodox,3,3,0,
Justin,Frazier,The Grizzly Bear,182.88,120.2,190.5,Southpaw,10,3,0,1989-06-15
Ian,Freeman,The Machine,180.34,102.06,,Orthodox,20,7,1,1966-11-10
Jason,Freeman,,187.96,102.06,,,6,4,0,1976-09-02
Willamy,Freire,Chiquerim,172.72,70.31,,,26,6,0,1987-07-28
Patricio,Freire,Pitbull,165.1,65.77,165.1,,26,4,0,1987-07-07
Patricky,Freire,Pitbull,170.18,70.31,180.34,,17,8,0,1986-06-01
Jeremy,Freitag,,185.42000000000002,92.99,,,6,10,0,
Rafael,Freitas,Capoeira,,92.99,,Orthodox,3,6,0,
Donavon,Frelow,,170.18,61.23,,Orthodox,6,3,0,1985-01-20
Clay,French,,170.18,73.03,,Southpaw,19,7,0,1980-10-07
Mike,French,,177.8,65.77,,,9,10,0,1975-05-29
Matt,Frevola,The SteamRolla,175.26,70.31,180.34,Orthodox,8,3,1,1990-06-11
Jinh Yu,Frey,,160.02,52.16,165.1,Southpaw,11,6,0,1985-05-20
Artem,Frolov,,177.8,83.91,,,11,0,0,1991-09-07
Sarah,Frota,A Treta,167.64000000000001,56.7,175.26,Southpaw,9,2,0,1987-04-14
Don,Frye,The Predator,185.42000000000002,99.34,,Orthodox,20,9,1,1965-11-23
Tony,Fryklund,The Freak,182.88,83.91,,Orthodox,14,9,1,1971-03-26
Jesse,Fujarczyk,The Ronin,193.04,102.06,,Southpaw,2,2,0,1983-01-28
Katsuhisa,Fujii,Shamoji,182.88,92.99,,Orthodox,9,18,1,1972-08-15
Megumi,Fujii,Mega Megu,160.02,51.26,,,26,3,0,1974-04-26
Kazuyuki,Fujita,Ironhead,182.88,106.59,,Orthodox,15,12,0,1970-10-16
Keisuke,Fujiwara,,167.64000000000001,63.05,,Switch,17,12,5,
Riki,Fukuda,,182.88,83.91,185.42000000000002,Southpaw,24,9,0,1981-01-06
Masio,Fullen,Lobo,177.8,65.77,177.8,Orthodox,11,7,0,1986-10-06
Travis,Fulton,The Ironman,182.88,108.86,,Orthodox,253,53,10,1977-05-29
Sam,Fulton,,,,,,0,2,0,
Masakatsu,Funaki,,182.88,83.91,,Southpaw,39,13,2,1969-03-13
Ricardo,Funch,Golden Boy,177.8,77.11,187.96,Southpaw,9,6,0,1980-08-14
Katsuaki,Furuki,,182.88,76.2,,,1,1,0,1980-11-10
James,Gabert,,,80.74,,,6,4,0,
Gustavo,Gabriel,,167.64000000000001,56.7,,Orthodox,13,1,0,1994-04-01
Claudia,Gadelha,Claudinha,162.56,52.16,160.02,Orthodox,18,5,0,1988-12-07
Alavutdin,Gadjiev,,187.96,83.91,,Orthodox,18,13,1,1982-06-23
Justin,Gaethje,The Highlight,180.34,70.31,177.8,Orthodox,22,3,0,1988-11-14
Sheila,Gaff,The German Tank,165.1,61.23,,Orthodox,9,7,0,1989-12-29
Muin,Gafurov,Tajik,170.18,61.23,172.72,Southpaw,17,4,0,1996-05-17
Mitch,Gagnon,,165.1,61.23,165.1,Southpaw,12,5,0,1984-10-10
Brandon,Gaines,,190.5,83.91,,,5,21,0,
Travis,Galbraith,The Gladiator,182.88,77.11,,Orthodox,18,7,0,1981-05-18
Dave,Galera,Scarecrow,180.34,61.23,,Orthodox,5,1,0,1978-01-12
Zelg,Galesic,Benkei,187.96,83.91,,Orthodox,11,9,0,1979-02-16
Mickey,Gall,,187.96,77.11,187.96,Switch,7,3,0,1992-01-22
Daniel,Gallemore,Big Kansas,195.58,120.2,,,7,3,0,
Tom,Gallicchio,Da Tank,177.8,77.11,,Southpaw,19,10,0,1986-09-23
Turrell,Galloway,,160.02,65.77,,,8,6,0,
Eric,Galvan,,,70.31,,,0,0,0,
Andre,Galvao,,170.18,76.2,,Orthodox,5,2,0,1982-09-29
Marcos,Galvao,Loro,170.18,61.23,,Orthodox,18,8,1,1981-06-23
Lucas,Gamaza,,,77.11,,,8,4,0,
Joey,Gambino,The Raging Warrior,170.18,65.77,,Orthodox,9,2,0,1988-10-26
Manvel,Gamburyan,The Anvil,165.1,61.23,170.18,Orthodox,15,10,0,1981-05-08
Mateusz,Gamrot,Gamer,177.8,70.31,177.8,Southpaw,19,1,0,1990-12-11
Shamil,Gamzatov,,187.96,92.99,193.04,Orthodox,14,0,0,1990-08-09
Ariel,Gandulla,,180.34,92.99,,Orthodox,7,9,0,1968-05-07
Ciryl,Gane,Bon Gamin,193.04,111.13,205.74,Orthodox,10,0,0,1990-04-12
Sean,Gannon,The Cannon,190.5,120.2,,Southpaw,2,1,0,
Eduardo,Garagorri,,175.26,65.77,177.8,Orthodox,13,2,0,1989-05-28
Cody,Garbrandt,No Love,172.72,61.23,165.1,Orthodox,12,4,0,1991-07-07
Leonard,Garcia,Bad Boy,177.8,65.77,172.72,Orthodox,18,13,1,1979-07-14
Edgar,Garcia,,177.8,77.11,180.34,Orthodox,14,5,0,1984-02-22
Alejandro,Garcia,Alex,170.18,65.77,,,14,10,0,
Alex,Garcia,The Dominican Nightmare,175.26,77.11,182.88,Orthodox,15,6,0,1987-07-14
Nick,Garcia,Nitro,162.56,56.7,,,8,3,0,
Steve,Garcia,Mean Machine,182.88,70.31,190.5,Southpaw,12,4,0,1992-05-22
Elias,Garcia,,165.1,56.7,170.18,Southpaw,6,2,0,1992-09-13
Rafa,Garcia,Gifted,170.18,70.31,177.8,Orthodox,12,2,0,1994-08-05
Fernie,Garcia,,170.18,61.23,170.18,Orthodox,10,1,0,1992-04-12
Rulon,Gardner,,190.5,120.2,,Orthodox,1,0,0,1971-08-16
David,Gardner,,180.34,70.31,,Orthodox,18,21,0,1977-05-17
Ian,Garry,The Future,190.5,77.11,,,7,0,0,1997-11-17
Pablo,Garza,The Scarecrow,185.42000000000002,65.77,185.42000000000002,Orthodox,12,4,0,1983-09-16
Azamat,Gashimov,,167.64000000000001,56.7,,Orthodox,8,3,0,1990-04-07
Brian,Gassaway,,185.42000000000002,77.11,,Orthodox,29,20,2,1972-08-07
Kelvin,Gastelum,,175.26,83.91,180.34,Southpaw,17,8,0,1991-10-24
Willie,Gates,,172.72,56.7,182.88,Orthodox,12,7,0,1987-01-21
Melissa,Gatto,,165.1,56.7,175.26,Orthodox,7,0,2,1996-02-05
Louis,Gaudinot,Goodnight,160.02,56.7,160.02,Orthodox,8,4,0,1984-08-28
Manuel,Gaxhja,,172.72,70.31,,Switch,7,0,0,1997-07-23
Charlene,Gellner,Princess,157.48,56.7,,,0,4,0,
Chad,George,Savage,167.64000000000001,61.23,172.72,Southpaw,16,8,0,1982-04-30
Paul,Georgieff,,187.96,77.11,,Orthodox,6,2,0,1982-09-22
Brian,Geraghty,Duke,170.18,70.31,,Orthodox,26,18,1,1980-11-04
Derek,Getzel,The Pretzel,182.88,70.31,,,8,5,0,
Karine,Gevorgyan,The Princess,162.56,56.7,160.02,,3,3,0,1989-03-09
Darrel,Gholar,,172.72,88.0,,Orthodox,5,6,0,
Tiki,Ghosn,,177.8,77.11,,Orthodox,10,7,1,1977-02-09
Christos,Giagos,The Spartan,177.8,70.31,180.34,Orthodox,19,9,0,1990-01-23
Joe,Giannetti,,182.88,70.31,187.96,Southpaw,6,1,0,1995-07-05
Nick,Gibbons,,177.8,70.31,,,2,1,0,
James,Giboo,,180.34,77.11,,Orthodox,13,5,0,1978-01-06
Lance,Gibson,Fearless,175.26,83.91,,Orthodox,4,5,0,1970-11-20
Lee,Gibson,Lethal,170.18,70.31,,,12,4,0,
Cody,Gibson,The Renegade,177.8,61.23,180.34,Orthodox,15,7,0,1987-09-11
Chase,Gibson,El Guero,177.8,70.31,182.88,Orthodox,9,5,0,1990-02-07
Kenny,Giddens,,180.34,70.31,,,12,7,0,
Thomas,Gifford,The Young Lion,185.42000000000002,70.31,190.5,Orthodox,14,9,0,1992-07-26
Joseph,Gigliotti,Capo,180.34,83.91,,Orthodox,7,2,0,1993-08-13
Joey,Gilbert,,180.34,70.31,,Orthodox,2,3,0,1976-06-05
Trevin,Giles,,182.88,83.91,187.96,Orthodox,14,3,0,1992-08-06
Kultar,Gill,Black Mamba,182.88,69.85,,Orthodox,12,8,0,1979-03-24
Jesse,Gillespie,,,83.91,,,3,2,0,
Gregor,Gillespie,The Gift,170.18,70.31,180.34,Orthodox,14,1,0,1986-11-13
Jason,Gilliam,,182.88,77.11,,Orthodox,14,9,0,
Micheal,Gillmore,The Gentleman,180.34,83.91,182.88,Orthodox,6,4,0,1987-03-28
Krishaun,Gilmore,,,,,,0,1,0,
Alex,Gilpin,,170.18,65.77,,Orthodox,11,1,0,1992-03-26
Bob,Gilstrap,,190.5,90.72,,Orthodox,5,7,0,
Demetrius,Gioulacos,,180.34,83.91,,,0,1,0,
Billy,Giovanella,Wolverine,172.72,56.7,,,9,5,0,1985-08-20
He-Man,Gipson,,,,,,1,2,0,
Israel,Giron,El Rojo,172.72,70.31,,,19,5,0,1974-01-16
Brandon,Girtz,Cold Roll,170.18,70.31,,,14,7,0,1985-03-06
Jason,Glaza,,182.88,104.33,,,3,2,0,
Mike,Glenn,,,92.99,,,5,6,0,1977-10-09
Ricky,Glenn,The Gladiator,182.88,70.31,177.8,Southpaw,22,6,2,1989-04-12
Mark,Godbeer,The Hand Of,193.04,108.86,195.58,Orthodox,13,4,0,1983-11-22
Clint,Godfrey,,167.64000000000001,61.23,,Southpaw,13,3,0,1982-10-21
Loopy,Godinez,,157.48,56.7,154.94,Orthodox,6,2,0,1993-09-06
Jason,Godsey,,187.96,104.33,,Orthodox,16,16,0,
Allan,Goes,,182.88,92.99,,Orthodox,10,5,2,1971-04-20
Jonny,Goh,,180.34,70.31,,,3,4,0,
Hannah,Goldy,24K,162.56,56.7,154.94,Orthodox,6,2,0,1992-05-18
Marcelo,Golm,,190.5,112.94,190.5,Orthodox,6,3,0,1992-09-15
Sergio,Gomez,,167.64000000000001,70.31,,Orthodox,10,3,0,1982-04-29
Frank,Gomez,,177.8,61.23,170.18,Orthodox,10,6,0,1986-03-31
Alan,Gomez,,,70.31,,,2,0,0,
David,Gomez,,,70.31,,,1,2,0,1983-08-08
Ulysses,Gomez,Useless,167.64000000000001,56.7,,Orthodox,9,5,0,1983-05-25
Joey,Gomez,KO King,177.8,61.23,185.42000000000002,Orthodox,6,2,0,1986-07-21
Luis,Gomez,Tiger Junior,170.18,65.77,172.72,Orthodox,4,1,0,1995-01-28
Joey,Gomez,,177.8,70.31,180.34,Orthodox,7,1,0,1989-08-29
Edson,Gomez,,172.72,77.11,175.26,Switch,6,2,0,1991-02-23
Silvana,Gomez Juarez,La Malvada,160.02,52.16,165.1,Orthodox,10,3,0,1984-12-06
Takanori,Gomi,The Fireball Kid,170.18,70.31,177.8,Southpaw,35,14,0,1978-09-22
Akihiro,Gono,,170.18,77.11,172.72,Switch,35,21,8,1974-10-07
Gabriel,Gonzaga,Napao,187.96,109.77,193.04,Orthodox,17,11,0,1979-05-18
Justin,Gonzales,J-Train,175.26,65.77,182.88,Orthodox,6,0,0,1991-04-28
Fernando,Gonzalez,The Menifee Maniac,175.26,77.11,172.72,Southpaw,26,14,0,1983-09-15
Nick,Gonzalez,The Ghost,167.64000000000001,70.31,,Orthodox,17,12,0,1981-03-03
Fabian,Gonzalez,,177.8,61.23,,,2,1,0,
Lewis,Gonzalez,Lethal,177.8,77.11,,Orthodox,11,3,0,1987-09-19
Jason,Gonzalez,Nicoya,187.96,70.31,187.96,Southpaw,11,5,0,1990-02-28
Pearl,Gonzalez,,162.56,52.16,,Orthodox,6,3,0,1986-08-12
Jorge,Gonzalez,Street,187.96,92.99,193.04,Orthodox,16,4,0,1984-02-29
Mikey,Gonzalez,Rolls,180.34,70.31,187.96,Orthodox,7,2,0,1985-08-13
Erick,Gonzalez,,180.34,70.31,190.5,Orthodox,14,6,0,1992-01-20
Kier,Gooch,,,70.31,,,2,7,0,1986-04-21
Lyman,Good,Cyborg,182.88,77.11,187.96,Orthodox,21,6,0,1985-05-26
Jared,Gooden,NiteTrain,182.88,77.11,195.58,Orthodox,18,7,0,1993-12-05
Gary,Goodridge,Big Daddy,190.5,112.94,,Orthodox,23,22,1,1966-01-17
Jordan,Goodwin,,,70.31,,,0,0,0,
Gerard,Gordeau,,195.58,97.98,,Orthodox,2,2,0,1959-03-30
Eddie,Gordon,Truck,182.88,83.91,193.04,Orthodox,8,4,0,1983-07-22
Jared,Gordon,Flash,175.26,65.77,172.72,Orthodox,18,4,0,1988-09-06
Tebaris,Gordon,Boom,185.42000000000002,120.2,,Orthodox,3,1,0,1988-07-19
Malcolm,Gordon,X,170.18,56.7,180.34,Switch,13,5,0,1990-05-19
Tresean,Gore,Mr. Vicious,182.88,83.91,,,3,0,0,1994-06-21
Alex,Gorgees,Hitman,187.96,70.31,187.96,Switch,6,1,0,1995-08-11
Tim,Gorman,The Psycho,165.1,61.23,,Southpaw,9,4,0,1983-04-29
Chase,Gormley,,190.5,120.2,,Orthodox,14,6,0,
Jonathan,Goulet,The Road Warrior,182.88,77.11,185.42000000000002,Orthodox,23,12,0,1979-07-13
Thibault,Gouti,GT,177.8,70.31,182.88,Orthodox,12,5,0,1987-02-27
Wilson,Gouveia,,185.42000000000002,83.91,193.04,Orthodox,14,8,0,1978-10-03
Todd,Gouwenberg,,185.42000000000002,92.99,,Orthodox,9,5,0,1974-09-25
Hugo,Govea,,,,,,0,1,0,
Justin,Governale,The Therapist,,65.77,,,5,5,0,
Damian,Grabowski,The Polish Pitbull,185.42000000000002,109.32,190.5,Orthodox,20,5,0,1980-05-12
Royce,Gracie,,185.42000000000002,79.38,,Southpaw,15,2,3,1966-12-12
Crosley,Gracie,,175.26,86.18,,Orthodox,2,2,0,1979-07-18
Daniel,Gracie,,187.96,102.06,,Orthodox,5,4,1,
Ralph,Gracie,,175.26,83.01,,Orthodox,6,1,0,
Renzo,Gracie,,177.8,83.91,,Orthodox,13,7,1,1967-03-11
Rickson,Gracie,,177.8,83.91,,Switch,11,0,0,1958-11-20
Rodrigo,Gracie,,182.88,83.01,,Orthodox,6,2,1,1975-04-11
Royler,Gracie,,172.72,68.04,,Southpaw,5,5,1,1965-12-06
Ryan,Gracie,,175.26,90.72,,Orthodox,5,2,0,1974-08-14
Ralek,Gracie,,187.96,95.25,,Orthodox,3,1,0,1985-10-04
Rolles,Gracie,,193.04,109.77,,Orthodox,8,4,0,1978-07-14
